,company,title,source,time,url,label_x,score_x,label_y,score_y,label_z,score_z,zero_shot_label,zero_shot_score,Date,ticker,environmentScore,socialScore,governanceScore,Open,High,Low,Close,Adj Close,Volume
1317,Bank,"Bank of America Promotes 334 to Managing Director, 8% Fewer Than Last Year",Bloomberg,"Dec 11, 2023",https://news.google.com/read/CBMiuAFBVV95cUxPSlhwamozczZiWUhMV0Z0bzFBdHY4RG50Z2xhWDRxRUlqalhlSGdRWWRpU2JPb2M1dldraEJWLVo0WHN0dkRONXRSUTAybktxVWlvZEtuV2lfcl9jaVVTN2N3b3lQcHJ6V08wWDZlUUtwVmNwdFZZNUFESkZ1U3IzUWNuN0FqSHAtdWZ2aXBFOWJrNUxwUVk1YXRjckVIQjl0QTlnbEFQbThqS1JhSXRXRkE2cWtQdDI3?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9070817828178406,negative,0.7582434415817261,Neutral,0.5676090717315674,government,0.3698866069316864,2023-12-11,BAC,1.73,15.09,11.48,30.92,31.08,30.709999,30.85,30.449011,32254000.0
1318,Bank,How The Bank Of America Customized Cash Rewards Card’s Category Selection Works,Bankrate.com,"Nov 13, 2023",https://news.google.com/read/CBMiqAFBVV95cUxONlFYZklBZWRkMC1GZFFDeGZBUWlFQl9QaEFtcnktOHctcUoxSXBUUWJ3N0NQYUU2UkY0OVZHVnlONWZrRVY4TDVKbkhRdFBKdnJYODhodHMtWmw4aHJfLUVzX25xWWF1WFU0TGJ4T2J6RDZQdGpIaVZ3S3VGc3d6TjRkaWQ1ZG5teV9ST295UGFTbXlSd0Z4M05uVmV3SUdGamNOX0RLaTc?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.997547447681427,neutral,0.9998775720596312,Neutral,0.9861132502555848,government,0.403384119272232,2023-11-13,BAC,1.73,15.09,11.48,27.540001,27.85,27.42,27.700001,27.12347,28521800.0
1319,Bank,Bank of America Reports Fourth-Quarter 2023 Financial Results,PR Newswire,Jan 12,https://news.google.com/read/CBMiuAFBVV95cUxQMl9sYnVlUngydzNOWDl1MjBvVDVaN0dLYnpiQjkwM1dJbkVTczFhWFRyd0haNm90N2RibXh1YWE5TEpCTGliNEF2MTdOYW9iZklJX094eTJycy1uWHJpMWxPS3AtYTNwdlVpb0ZGVGdXaWFRTThDdnQtYWpSRUNJZl9GSXlhSW82U1JIUEhSazZKZnNEMFd3eWZ1eV9wRlB6RDBkcVh1aldubm1SaTB1YTdWTU5zMjdT?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.932017743587494,neutral,0.9998658895492554,Neutral,0.9718485474586488,government,0.543160617351532,2024-01-12,BAC,1.73,15.09,11.48,32.25,33.189999,31.959999,32.799999,32.373665,74320300.0
1320,Bank,Why Bank of America Is Covering the Country with Branches,The Financial Brand,"Dec 11, 2023",https://news.google.com/read/CBMiygFBVV95cUxPXy1xbHh1ZXpBLUl4cEpHTEVVcjVLQi0tNUltazZIbUZ0UDFUY0RXcENRcDRBUlJQX1ZiQ2paWVVYblZIQkVQcDFWZG1MN3UwYWtUNWR3ZFVzcVhOT19mcG8wcUpBcEhWRGloZHhURF96SnlqZWozYmQ3Z0tiSENEWEhKeVdtLVlRLUppSXl4OVFEYUNkckxjaS0yTE9qZExHaE1CNDNVYlJOSzJhenFwMmZXeURwYkplUXdOWlhGdW81cnlhNFYwN2Fn?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.7704409956932068,neutral,0.999887228012085,Neutral,0.979644775390625,government,0.3755081295967102,2023-12-11,BAC,1.73,15.09,11.48,30.92,31.08,30.709999,30.85,30.449011,32254000.0
1321,Bank,"Bank of America tops estimates on better-than-expected interest income, investment banking",CNBC,Apr 16,https://news.google.com/read/CBMifkFVX3lxTE1XOGFPUjZpRGlPbDEwMDRIdlgwdWdBQzBmcmtJX21oRlY5UVU2ZXNRbmx4bE1UQ25sb3kweVRKdWpiQ0d0UWVVRFhBNm1rN19fNXA2WEctY0p2TW5UcmQ5YjY4NzhRbUptNXpGLTM1bDlYRTZsZldRT1R0dXBFZ9IBgwFBVV95cUxPOVNoMTZKTzZQTkVjNTh6cVpFdVZIU0VJcm9ZYTVlZlpaS1FWeFg4TExHVjhqRkpSdWVZVVlhNWtHN2pGTFI5cl9MTF9kaXg5YmszYkdmX0tCX1IzSHkyT1ZTVl9McDM1ZUlyVXQxaWJoNldkMkdLQkdDMzJGRHdueW4wdw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9949520826339722,positive,0.9996496438980104,Positive,0.9815726280212402,social,0.3664887845516205,2024-04-16,BAC,1.73,15.09,11.48,36.099998,36.169998,34.150002,34.68,34.470348,95566100.0
1322,Bank,Bank of America Enhances Benefits for its Customized Cash Rewards Credit Card,PR Newswire,"Aug 22, 2023",https://news.google.com/read/CBMizgFBVV95cUxPZUo4dFY3V2g4R3A2aGFMdFBLSFFrd1E5WXhab0Q0dzhVNFg3VjhoYVZsRUdUVU5jaEYyajRrRDJZbTdvamRyMTZhMDRCak1TSGFWbzBKeWwwN3piZVJyMGViYkp4eXlhWXRhN0hYMXczeVlmcm9RLXdCeDJ2RS1lUUxaV1RxM3dfaWk5Wm45c3NyU2hHWEpVaHZ4ZUN3dlp1ZFJhNjJwR1E4MU9HUXpLQ1FtRkRFSTZEQkNvcldiX1k0M08tazZ2bFQ2ZlBFUQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9987670183181764,positive,0.99921452999115,Positive,0.6017419695854187,social,0.3486514091491699,2023-08-22,BAC,1.73,15.09,11.48,29.129999,29.24,28.42,28.440001,27.61792,37586400.0
1323,Bank,Bank of America to Report First-Quarter 2024 Financial Results on April 16,Yahoo Finance,Apr 9,https://news.google.com/read/CBMihgFBVV95cUxQb1NvQjlhS1l5U1BQUFhuUWRaaWFMaERuMXN5YUFlN0VYMlltM0RJTVZnbTRXVWVNZFZlRWJKT3lWcGZmWlZxWDlJZGhkQ0xMaUd6SzN0Z1h4RW5nRnpXcXd5R1ZSZ2hSbDRVd1o1QlR2b3EtTGZjUnc2RFZqaEJYeTRkZTQ4QQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.8936861157417297,neutral,0.9998760223388672,Neutral,0.9825602173805236,government,0.569366991519928,2024-04-09,BAC,1.73,15.09,11.48,37.509998,37.77,37.200001,37.73,37.501907,30977700.0
1324,Bank,Bank of America Announces Redemptions of Floating Rate Senior Notes Due October 2024 and 0.810% Fixed/Floating Rate Senior Notes Due October 2024,PR Newswire,"Oct 12, 2023",https://news.google.com/read/CBMipwJBVV95cUxQZ0ExRXBhU1Z3WV8yQUFKYXZTczMwejVyWXNHYU9NX0hxcWhQdjJnc1RpS1VaanN2WlNiMWtWWVNFZFdkWVVtRDNIR2E0WXN1Ul9Ma05BNTg2eTB2Ni1TcFRnZTduX1F0SGdiMDlkcTF6WXZMR2NHNWIwcjUyMlpELWRmM255UTNpaVhrSkNHbUF0LTNybEtSSWo2TTgycURfWHNsbXJfaXF3a0tHVVllT0lPSmt3RFo4TjhSWEtRWlFncFZlakNnY3FJYWF2OVdHUjdCeVRNV1UyVDdqeHBGdWlvQXIweDZVZVo2YkRJbkxWX1ktdExOMUJIWFdqZDNiRDdQREduT0pRRnQ1eERHM2ZyVHpKbDZzUnU1b2RUVG5OQ0l2QTQw?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9627410173416138,neutral,0.9998878240585328,Neutral,0.9341740012168884,government,0.3201058804988861,2023-10-12,BAC,1.73,15.09,11.48,26.969999,27.08,26.610001,26.9,26.34012,44249800.0
1325,Bank,CFPB Orders Bank of America to Pay $12 Million for Reporting False Mortgage Data,Consumer Financial Protection Bureau,"Nov 28, 2023",https://news.google.com/read/CBMiygFBVV95cUxNZXZSc2NHa2VMb3lZVlA5dW5lS0F5MzJxdkQxTEVwWG0zekVHZE5WeXZnSDQxaUVrSVFZQVFJYlRGWHNfS1U2d3NJM2JtdEtYbUtSUUgxaEU0TmxESjNZNXNVX3NIWmhjTmhGTGE3NFBKWG9acjlGYlkzUnhRNjJzV182VXNVWU5xYmlQemcwS3AzRkFxeWpTOGNMN3FNRFJVenV3WldKWVBEeUJCWG13UDVxRW1XOTBoWkgtai1MYXhRTnlDRy1ZYlBB?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9951283931732178,negative,0.8726664781570435,Negative,0.5707533359527588,government,0.7370824217796326,2023-11-28,BAC,1.73,15.09,11.48,29.530001,29.65,29.32,29.530001,28.915382,29705800.0
1326,Bank,"Some say Bank of America garnished their money, but shouldn’t have",WSOC Charlotte,Jul 1,https://news.google.com/read/CBMiuwFBVV95cUxQV2ZQT0llckUzbjdSZ2JCWG1kTHNlTzlkdk9XT3EyWHFrOGRzVkZHRFRSNmpjT1oySExXbmw1Mm1Kd01WMnBNeVhrelJvYkNrdVdvVEFPR1NaajNveGJYRXZDbnhHdi1velF6ZDd2VlI0cVJ5TkJITjQ3dzduYkx0Wmp4SWRGNlNwc1ZHajRBazBrT05LN3V6MFpaRjZNYTZ2bHdTWVp0ZU4zVGlQeEVJR1piZ3ZoemdtQWQw0gHPAUFVX3lxTE1kdDdhRUxELWZMMVdEaHlHMWptVERUaUxXY3VxWF9YbE5wN3Z6MGZWemVCa0dNVjliS2dmZzlIUTVvaGFkekw5bkpOTEtXRGgtZG1nZlVabEJjb2R0ZTFHZUJObU0zMENmdHN5UmFyXzREUnJBVG5qaXpOYzZ0dFFfZFpCWjJSQ3VaVW5WMjg2QjdwRFFkV0NzMlNTV2pYd3R1Rm04Q3FkZXUyOGdoNF9iZTlMa295Q3M5Wkg3R3UxV3dTTVNIQkFubFFjek5OQQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9943577647209167,negative,0.8142116665840149,Negative,0.648874044418335,government,0.3916582763195038,2024-07-01,BAC,1.73,15.09,11.48,39.91,40.34,39.669998,40.009998,40.009998,26770500.0
1327,Bank,Guide to Opening a Bank of America Account (2024),MarketWatch,"Oct 31, 2023",https://news.google.com/read/CBMihwFBVV95cUxQOG4wbDc2OU5fQnhsR2JxcmJpczM3VXZVVjhZcUo0YjhPaG5ldUhZLWJkQVhMeE5ZeDktWTh1aHUzbHFUSFRUSnJ3SUVGdDRZTjFHcXFtYUxZdFh2TGVrUk9nQ3RmNGtvRWZfT1pjWlU5TmVvVGcxMnFJYS1XYm9hQ1hoLUdzS0k?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.987622857093811,neutral,0.99986469745636,Neutral,0.9748044013977052,government,0.6563181281089783,2023-10-31,BAC,1.73,15.09,11.48,25.74,26.379999,25.719999,26.34,25.791777,50106700.0
1328,Bank,"Bank of America’s paper loss on its bonds reaches $110 bln, outpaces other banks",MarketWatch,Apr 5,https://news.google.com/read/CBMi1wFBVV95cUxPQm5pZmo4dy1FMHg3ZnZFRFNNeXFFOHI5Mk53OG5zUmFndHhTaF9lYnB3bFNTNnNJUV9RdWM3emo3V0hXSUhYSXZqVjQ3M1Y3Tk1BUzNjUEQ2WDRhS3FGSlFualFXQmNsX2llcHNqcnlBQmFWcWk3OVhZU0ExX3NMaFhJU0dTZEZST1JiS1JWZG50SlhoeVBINC1YeE9SVkF2RWFaWDVxMExXSGJBVlBraGowOGV6emdfdUIzNVFSZlhRVkpVSDRQQnY0N2hQVDBmdXdHcy1pWdIB3AFBVV95cUxQeVRQYTJ6ZjEyUG85WUptYzVKT1JiRDlXRm91eWhCcXhsODlqVTZKWXZCTEFWWGZYM1JmcnpGdm4xTUI0SDdaYlhwZGxMbnllT21MMEo0bG1BbFdoYUltTHR4Y2VoN09oVVBDWFB2eEZzS2ZoRzdadGRBUlVIbjFHUnhxWElyckhzQTdpLVpCNV9weEVQcXZrWjVocUxBZ3RZRC1rcGpySlgzSGpnb2ZmRWNaTVl2NGY2MGRtOFFBemZkYy10N1h6a0VIeHhOUk8yMFN0TEhEeWhydEEx?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9946895837783812,negative,0.9956501126289368,Negative,0.9061497449874878,government,0.444897711277008,2024-04-05,BAC,1.73,15.09,11.48,36.810001,37.34,36.73,37.110001,36.885658,30818000.0
1330,Bank,Bank of America warns return-to-office laggards with ‘letters of education’,Financial Times,Jan 24,https://news.google.com/read/CBMicEFVX3lxTE9yb2JSUTlnZGRzeHlzQl9ieUkwVlkxQUFNaUprNlE5MXMtVmxPeWJrT2xJM2JJWTR0QmlNTWI1YlBkbV9PWTlHYTJ1dzV1d0szdGM3UFFoYUZrWTk0UGtNVFBnY1JBMTFYbEZYUm5ZcEI?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9870829582214355,negative,0.9976418018341064,Negative,0.8203970789909363,government,0.7501606345176697,2024-01-24,BAC,1.73,15.09,11.48,33.029999,33.34,32.91,32.98,32.551323,36403900.0
1331,Bank,Wells Fargo vs. Bank Of America: Which is best for you?,USA TODAY,Feb 13,https://news.google.com/read/CBMihwFBVV95cUxPZG1kY29DMjgzVDRnSHJBUUg2Qk9ucjJSLWNxUENpRnlKZUVYaUZsc3Q2aHFYc0dUMkV1X253MWMwSmZQZW9uTThoSVZPcmdZMWRUbUVtNEh1ekpfNW9XNTVrQk1mamZqbUUzRF90TUswazVEdDY1U1dKVFFKM0NsMk91SHBHYjQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.8648978471755981,neutral,0.9997556805610656,Neutral,0.9485534429550172,government,0.434574693441391,2024-02-13,BAC,1.73,15.09,11.48,33.119999,33.310001,32.349998,32.75,32.32431,43801500.0
1333,Bank,Bank of America’s Wrong-Way Rate Bet Hurts Moynihan’s Growth Pledge,Bloomberg,"Oct 9, 2023",https://news.google.com/read/CBMirwFBVV95cUxPMjJvdHVOc2MyNXQ3NzBHTGFSZmdybkpTNTlTSjhYdEdIemhqMjdPSU5JN29qQ2UtV3hHVEI4c3JMMWZlQndHWjYtSW12eXRpbGV1REd2Z3dOTUVpUFJYS0QzVlpSdGFLUnl5TEk1ZFlPR3RTa2JMWDVqS3NsZklEM1pqa29OMFp4Y2ZqX0Z3VjZITzZLdV9PSEpvMjJlbWNkbVdaWk1aX19Yb01hTW9F?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9996856451034546,negative,0.9977594614028932,Negative,0.6862764954566956,government,0.5803087949752808,2023-10-09,BAC,1.73,15.09,11.48,25.76,26.360001,25.719999,26.309999,25.762402,39953700.0
1334,Bank,How Bank of America Unified Five Apps Into One Experience,The Financial Brand,Apr 8,https://news.google.com/read/CBMixAFBVV95cUxPX05vbU1RbC1uSkdueE9vZ1Q0N19ZbmNvZ2RDY0Q3Y2xMT2xRVFlvdzAyeFJvTDFnUFJSdGc2ZlA4aGVXSGk2U05HQ2syR05QOUdXUFNRY3NvNDUxYk5fQ2ZiR1lfS21wRGUwNXNDRDhQWXQwQkU4cy1ZaEplVzNIWVRsV3JJNHM3OVhjRkxTcmVtQmZhU19SUGtvc0RsNVVTY1pBY1I2NDd6cjI2bDNsVjlfUzFQRXk5eXVwUnNaNFJhc2dP?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9986047148704528,neutral,0.9998536109924316,Neutral,0.9786617755889891,government,0.4595667719841003,2024-04-08,BAC,1.73,15.09,11.48,37.200001,37.580002,37.130001,37.5,37.2733,29470300.0
1335,Bank,Bank of America warned consumers they would be pushed to the ‘point of pain’—and CEO Brian Moynihan says we’ve now reached that point,Yahoo Finance,"Oct 18, 2023",https://news.google.com/read/CBMiigFBVV95cUxNb1ZqclRwQ056M09zVjVPWXltTVFJaTk0N01LcEtva2Z1dzM5eVV5R0JkSm9weVBxZGtJcjlXWjg1ZGk4NGJPMXBOVWdMZzkyTzY0OGVfYnNYbHRHU1MwYm1JWVBzN1BUYW5rQ3BrWE56cUV1U3BJREpBM1FHNHowb05sbG5WNTgwQWc?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.5692121982574463,negative,0.8531301021575928,Negative,0.7776111960411072,social,0.482773870229721,2023-10-18,BAC,1.73,15.09,11.48,27.540001,28.040001,27.209999,27.309999,26.741587,68371100.0
1336,Bank,Bank of America pays $12 mln fine for misreporting mortgage data,Reuters,"Nov 28, 2023",https://news.google.com/read/CBMipwFBVV95cUxPVWJGNV8wTUZ6dGp6NXl6TnFkX2RONjhtbE5Cb2ZrMkEyT2NfdEZ0RXplVFIxYl8xZjJWaXM5RGVOUXk2MDhueDl2dHVtbFdibTVfbUlwc0R6bldiWWRfTTM4dlc0M2lYMUJWOUxSSkdHZkF0QlB5SXBkQ01XN3M3cGlaLXhoNkdkZmZDQTU4bVZ0Y3NwcE5DeExkSmJmeGIwQ3FZYUtuRQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9979866743087769,negative,0.9770144820213318,Negative,0.7747681140899658,government,0.6448794603347778,2023-11-28,BAC,1.73,15.09,11.48,29.530001,29.65,29.32,29.530001,28.915382,29705800.0
1337,Bank,State financial officers put Bank of America on notice for allegedly 'de-banking' conservatives,Fox News,Apr 18,https://news.google.com/read/CBMixAFBVV95cUxOVUs3TUxza3EwdVRScWZfMDJJUmY1Umt3X0k5Ym1ZSzZOTDdKVF9NaE12azI2MzEtdFB0eVFuWTlvQzFlX3N3MzNuZU1XS0FuWWNva1ZBbU1VaFlEdXlnNXMyUmcyUUdOU2JZemlZdmxEMC0tOXpsYW9LWnFTeDdnbGZNX1ZQcUs0QS1wX1k4WDNxS01oaHZFUDVuNWZFdjhWZkx0LVZUbEVhY1BMWUdvbDA2M1hxUmU2NlVnWC1UM01KVi000gHKAUFVX3lxTE5YUFFNQnJfMmNkTUdvajRFc01MN2tXMm9EUnVKd3Q0MTVRSVRMZTNnTGQ5WHpyamwtNzFmcnpyMy1oQ09uZlZZSGZrRWJsalZWNHNHZXhnbGRMUHA2UWMwSnc4cmNhbF9Uek0xVUUzWENlNmY0Vks3RHZTOGtLTXd5eVJhX0VkTC1DNjJPY0NDb2VsNGxObEVZNWJzU0Vhc3dwQ2paRk1sc0dqMXZ4aEpDck1RT2VWOWcybnBvNHlhVzg5cmZ2V2Vvenc?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9881314039230348,negative,0.7345824837684631,Neutral,0.5672581195831299,government,0.7364795804023743,2024-04-18,BAC,1.73,15.09,11.48,35.540001,35.990002,35.18,35.77,35.553757,44506200.0
1338,Bank,"BofA profit beats expectation on robust investment banking, trading",Reuters,Jul 16,https://news.google.com/read/CBMingFBVV95cUxNUVkxemQ2S1AxWGtjQTJQYWRxUk8yYmRHblFPX0dvNXEyYloxUDY1MFFyR3lHQ2d6NTJZN0lIYmRCZjEwVU9Xc1E3ZXhmZXh3ZGt0YkZaOVFsUmg3MXlrZmg0YXJsdWRiQzR2bFhJT1hNSDB5R1hPb3luNW5pWUJWWFFLNVRlUDlVZGpvRmw2a19GQlk4UWFPMTExaDh3dw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9838104248046876,positive,0.9996498823165894,Positive,0.9456593990325928,social,0.4436627328395843,2024-07-16,BAC,1.73,15.09,11.48,42.52,44.400002,42.220001,44.130001,44.130001,75953300.0
1339,Bank,Bank of America’s latest office attendance tool: the ‘letter of education’,Banking Dive,Jan 24,https://news.google.com/read/CBMi1AFBVV95cUxPU1JVWHpYTi1oUEdsaHZOaS1WcWNKc2htVk5HcTJ4MlFvU1dMYlVOdVFDaEpMVF9tU0VBTG9VdFl6dkp0NlZCTUVacjFNYU5pNTl1RDNkY21TbS0yOWkxQ05UVFE2bUN0V2hucURRYWtxV3M4ZTdObHJGaG0wZURZQkNzeG14OGFYLWU3dTZLQ3k4Yzk4UkNOZ0F5aV9WVVRMUnFWeUVuSE9UWVRhcTcwRmtSTTZCSnA4UUlXY0laUDNacUs5eXIwS2thc2RfMC1FTlFOQQ?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9759321212768556,neutral,0.9998897314071656,Neutral,0.9847429990768432,government,0.6317152976989746,2024-01-24,BAC,1.73,15.09,11.48,33.029999,33.34,32.91,32.98,32.551323,36403900.0
1340,Bank,Bank of America to take non-cash charge of $1.6 bln in Q4 after cessation of a loan index,Reuters,Jan 8,https://news.google.com/read/CBMiwAFBVV95cUxNVmlPNEFUX1dJRmJBeC1lOWw4WDVJQXlybEZEVGxMTFNhVjd5OTFOY2otZjFvUkc3dTJxd3RPLVNPRE10M2xZZzFkcFo2NHlNQjZMTEFYSTlBckplNFl6TFZUaWVpMGN2b0RxSmVIUmNFNE4wc2d1T1ZrLUROX0NKS01tWWxYRWFMSE5XZVk4cGlwaW13OHhmU1VQVmVOX1p4dDdYQVU4SThkdUhDUk9tYnVzakJCeVFZdUhFZG5wdDA?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9898792505264282,neutral,0.999769389629364,Neutral,0.6064854860305786,government,0.5320919156074524,2024-01-08,BAC,1.73,15.09,11.48,34.299999,34.299999,33.639999,34.16,33.715988,40253900.0
1341,Bank,Bank of America Declares Preferred Stock Dividends for Third Quarter 2024,PR Newswire,Jul 19,https://news.google.com/read/CBMiyAFBVV95cUxNVnVhUjByYVJuaF9yeXp1dXg2WjVQU3dxQVhhOGRzZWNqQmdVZEZmdXpiVk1FNFJoeC1LY1l1MHcxSUpZS1pQSTJqaHBQdElEZWMwdklnQ0s1QUlLQXd5cEpuMExua1IwM2hVcDRULWZLbEtOV2VOS3NXQU9naFVDOE5tYk1ybWxfZ1pfSG1NbEh6Rzc3MFhNMXpKdThVQUFhOXFjb1pRS0NvcUlYV2VKMG5ia0dadlRLRy1WTGJvV3AySjFaVEo1Zg?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9626862406730652,neutral,0.9997473359107972,Neutral,0.9733722805976868,social,0.3993272483348846,2024-07-19,BAC,1.73,15.09,11.48,42.860001,43.560001,42.689999,42.900002,42.900002,43861100.0
1342,Bank,Bank of America profits drop as key lending revenue weakens,Yahoo Finance,Apr 16,https://news.google.com/read/CBMiqAFBVV95cUxNa3ZpWFNqaGJhemtvM2dxZzNVcFhheGpQN1UtOVlfLVBqZ2h5QUJuSHB4VllHUzNnUTRWLUY3aGNBcjlrQ0VQVjloblR2NHBoYnNQNGk0WlhwVnFobWEycEhGV3dzemx0eDZONk4yR0Fub0hkS2ZTMHpxVkd0TnNDR0ZwVG1RQ3d0WnQyNVJaNkJlUTl5RVhBODVPX1pud0QtN0hHTndRNWU?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.998362362384796,negative,0.9984949827194214,Negative,0.9041521549224854,government,0.41530442237854,2024-04-16,BAC,1.73,15.09,11.48,36.099998,36.169998,34.150002,34.68,34.470348,95566100.0
1344,Bank,Bank of America shares jump 5% after saying net interest income rebound is coming,CNBC,Jul 16,https://news.google.com/read/CBMifkFVX3lxTE14ZmQ0UzNDc2tqTk5FZGoxNXN6eVFoWEE3VHNEY0RBRGtUUE9PRnEwaDVHNVdBZFpxZnhLbHljWGhzajF1a1dXQUtlVUVzbzVXSjlBWFZubG40SlVGYTRNMTc4M2ZRVVFRd1NJTzNYYl80bVFJcXFlc1VQQmVTUdIBgwFBVV95cUxNbllzRlB3OEN1TTlualpSOWM0M3pzNTF3UXFjakdRQWtJd3JSaDZ5d3VoRnRsdFhNVk5VYTBtRnRrU1lnWmdJREZaSnVtZ3FxYUhWSFJHTG5UdnptN2ZUZUZHWDl5QTlaeklqZGgweGZuYk5QX1k4TFRhVDh6VV9wZERUdw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.6812228560447693,positive,0.9996732473373412,Positive,0.9828211069107056,social,0.3931789398193359,2024-07-16,BAC,1.73,15.09,11.48,42.52,44.400002,42.220001,44.130001,44.130001,75953300.0
1345,Bank,"Exclusive: Bank of America banker who died had sought to leave, citing long hours, recruiter says",Reuters,May 15,https://news.google.com/read/CBMiywFBVV95cUxOdlY4WTBRdlB3bWtDamUySnMxQ0lnZDctbXdVMDJ0MWtuSm9TWERMUkFGcW5UTkpUN0c1WTdPNUJLbEk5REI2RDNxMHhLNnVEWEh2YXhJdk9QUW1UZ0tpbk5fVkVDc0JkWmd1SXdHLVNfaGFPT1pETzJqX3RLaWN2V2kzbGVfQktONy1GZS1LOERVOEs2U0U1TmxNendPOUVTN3hraWJ5N2VUZk1ZaEFQaFdmS2s1WlNBdkNKTm1PZFlxMjN1TGNzRFo0RQ?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.5120234489440918,neutral,0.8414005637168884,Negative,0.5500726699829102,government,0.5209747552871704,2024-05-15,BAC,1.73,15.09,11.48,38.799999,39.240002,38.779999,38.91,38.674774,34084400.0
1346,Bank,Bank of America Q2 profits drop as higher interest rates slow down lending,Yahoo Finance,Jul 16,https://news.google.com/read/CBMif0FVX3lxTE9ZVGJHV3RFbkFkWXpCZkZGWFR0a25HR3lyVUdpMFdhTjRpQjFtY1k4YlJ3WlZ4am5ONlctRVo4YUZDYmVFQU5rd0pvNDlkQ1F4ZTBkMmQwVVRuQ05UcnVSeEJJTExOdHE0a0FoLU41WkZkS01fSnIwX0szOHZRWms?hl=en-US&gl=US&ceid=US%3Aen,NEGATIVE,0.9974018335342408,negative,0.9987298846244812,Negative,0.9071066975593568,government,0.4038452804088592,2024-07-16,BAC,1.73,15.09,11.48,42.52,44.400002,42.220001,44.130001,44.130001,75953300.0
1347,Bank,How BofA Is Driving to be ‘Local’ in More Markets,The Financial Brand,Jul 8,https://news.google.com/read/CBMiwgFBVV95cUxNNTQtZElFb2FoMDBjdDdwLVRnbkstamxqaWNDOHd0T1NSN2dOYUpSQm11RGotdmo2ZWVKUWtrSXE0eWhJNDduQy1mcnZDRjZMZTlnQkc1eC1IMUl0SXdsRThnb2dDbGJFM2xJVm9rZnFMX2E5ZG8xSjAxVUdyS2dFdnRGc29BNmhWUHg0eWFIQ2htekZ0eDAzUWdnY2tqTWRxeVE1WFQzZXJ3UzhzbzJMS0NLZzY2cTlMdk90a1JnZGF5dw?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9108928442001344,neutral,0.9998451471328736,Neutral,0.9626792669296264,social,0.5635502338409424,2024-07-08,BAC,1.73,15.09,11.48,40.599998,41.040001,40.43,40.619999,40.619999,26728500.0
1348,Bank,Fairfield Announces $1 Million Bank of America Grant to Support New Academic Division,Fairfield University,"Sep 1, 2023",https://news.google.com/read/CBMiwwFBVV95cUxPWGptUDh2MUVFaldlUUl2aFlRM2J5cElLYmZOLTNLRWhwbDNsWlhoa0FMenpNZXU0d1VyWndoWUlBTWFRTkd5RWItbDIxY2t5WlVwMldFYk5RZXhUWnN4R1BfVmVrQkpJS3NYaXhZNHV1RTlNWm5vOTBsVG5GbE9FbTdvd0dBRFVlblRWWGNCUHJXYkNwTmhyY0M3UWdxOVgySmlYQ3BtTy1HZUQxLVh6d3U3SFg3VVVkZlJfX0dRTWlWc0k?hl=en-US&gl=US&ceid=US%3Aen,POSITIVE,0.9608957171440125,neutral,0.7233813405036926,Neutral,0.6898176074028015,government,0.8274824619293213,2023-09-01,BAC,1.73,15.09,11.48,28.76,29.129999,28.76,28.98,28.376829,35192000.0
